Date,Amount,Description,Category,Source
2019-07-08,-10.43,AMZN Mktp US*MH0KN5P92: Sale,Shopping,CHASE UNITED VISA
2019-07-09,-17.59,AMZN Mktp US*MH1RI6EQ0: Sale,Shopping,CHASE UNITED VISA
2019-07-09,-30.02,AMZN Mktp US*MH4RN2XP2: Sale,Shopping,CHASE UNITED VISA
2019-07-09,-20.14,Amazon.com*MH54X4GQ2: Sale,Shopping,CHASE UNITED VISA
2019-07-09,-203.0,Cash Advance: US BANK STARBUCKS SEATTLE WA,,MS CHECKING
2019-07-09,0.24,Direct Deposit: DIRECT DEP FUNDS RECVD HEALTHEQUITY INC HealthEqui,,MS CHECKING
2019-07-10,3.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-07-10,-60.39,BATON VAPOR,Merchandise & Supplies-General Retail,AMEX DELTA
2019-07-12,-300.0,Automated Payment: HEALTHEQUITY INC HealthEqui CHK ACCT ENDING IN 7180,,MS CHECKING
2019-07-12,-33.58,ROADHOUSE BAR GRILL,Restaurant-Bar & Café,AMEX DELTA
2019-07-13,-7.91,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-07-13,-50.0,SAFEWAY FUEL,Transportation-Fuel,AMEX DELTA
2019-07-14,-30.52,RAM RESTAURANT & BREWERY,Restaurant-Restaurant,AMEX DELTA
2019-07-15,-385.87,HOTELSCOM16100032821HOTELS.COM          WA,Travel-Travel Agencies,AMEX DELTA
2019-07-15,-47.83,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-07-15,-64.87,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-07-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-07-15,4360.96,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-07-15,-2175.0,Check: DESIGN WEST Check # 1160,,MS CHECKING
2019-07-15,-200.0,Check: JUSTIN CHU Check # 1162,,MS CHECKING
2019-07-15,-32.4,SQ *'WICH CAME FIRST: Sale,Food & Drink,CHASE UNITED VISA
2019-07-15,-32.4,RAM RESTAURANT & BREWERY,Restaurant-Restaurant,AMEX DELTA
2019-07-16,-7.93,SQ *MARINATION: Sale,Food & Drink,CHASE UNITED VISA
2019-07-16,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-07-16,-4360.96,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-07-17,-126.03,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-07-17,-12.75,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-07-17,-100.88,THEODORE F&B,Restaurant-Restaurant,AMEX DELTA
2019-07-18,-5.77,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-07-18,-60.85,JACK'S BBQ,Restaurant-Restaurant,AMEX DELTA
2019-07-18,408.53,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-07-19,-38.11,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-19,-408.53,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-07-19,-128.15,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-19,3338.49,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-07-19,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-20,-28.51,TST* HOPS N DROPS - SMOKE,Dining,CAPITAL ONE VISA
2019-07-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-07-22,-32.93,OLYMPIA PIZZA HOUSE: Sale,Food & Drink,CHASE UNITED VISA
2019-07-22,-12.57,PECOS PIT BBQ: Sale,Food & Drink,CHASE UNITED VISA
2019-07-23,-125.81,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-07-24,-12.32,MCDONALD'S F435,Dining,CAPITAL ONE VISA
2019-07-24,156.7,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-07-25,-156.7,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-07-25,-11.7,SUSHI ME,Restaurant-Restaurant,AMEX DELTA
2019-07-25,-90.97,FLYING SQUIRREL PIZZA CO: Sale,Food & Drink,CHASE UNITED VISA
2019-07-26,-14.95,MCDONALD'S F10755,Dining,CAPITAL ONE VISA
2019-07-26,-37.61,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-07-27,-94.76,AMAZON.COM*MA4KC7P22AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-07-28,-21.31,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-07-28,-45.52,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-28,-240.16,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-28,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-28,-187.69,EDEN HILL RESTAURANT,Restaurant-Restaurant,AMEX DELTA
2019-07-29,-8.8,THE PEOPLES BURGER,Dining,CAPITAL ONE VISA
2019-07-30,-43.84,TUTTA BELLA STONE WAY: Sale,Food & Drink,CHASE UNITED VISA
2019-07-30,-15.6,SUSHI ME,Dining,CAPITAL ONE VISA
2019-07-31,-30.5,SIFF,Entertainment-General Events,AMEX DELTA
2019-07-31,-36.28,ZEEKS PIZZA-CAPITOL HILL,Restaurant-Restaurant,AMEX DELTA
2019-07-31,1.82,Interest Income: MORGAN STANLEY BANK N.A. (Period 07/01-07/31),,MS CHECKING
2019-08-01,2307.53,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-08-01,-142.14,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-01,-48.48,AMAZON.COM*MA7EB8PL1AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-01,-15.01,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-08-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-08-01,-17.17,SQ *HALLAVA FALAFEL,Dining,CAPITAL ONE VISA
2019-08-02,-2307.53,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-08-02,-272.25,Check: CITY OF MERCER ISLAND Check # 1163,,MS CHECKING
2019-08-02,-13.22,SQ *CURBSIDE BURGER,Dining,CAPITAL ONE VISA
2019-08-02,-52.45,DRUNKYS TWO SHOES BBQ: Sale,Food & Drink,CHASE UNITED VISA
2019-08-02,3773.53,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-08-03,-8.79,AMAZON MUSIC*MA35R66888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-04,-12.64,802 KENMORE KIDD VALLEY,Dining,CAPITAL ONE VISA
2019-08-04,-35.81,OSTROMS DRUG & GIFT,Merchandise & Supplies-Pharmacies,AMEX DELTA
2019-08-05,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-08-06,-44.02,QFC,Merchandise & Supplies-Groceries,AMEX DELTA
2019-08-06,-16.5,GOOGLE*HBO DIG SV IN G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-08-06,-1.99,GOOGLE *GOOGLE STORA855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-08-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-08-08,-166.23,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-08,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-08,-45.12,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-09,-7.0,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-08-10,-24.2,BEER STAR,Dining,CAPITAL ONE VISA
2019-08-10,-15.14,Lowes Home Improvement,Merchandise & Supplies-Hardware Supplies,AMEX DELTA
2019-08-11,-18.77,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-08-11,-29.25,TST* ANJU BAR AND EATERY,Dining,CAPITAL ONE VISA
2019-08-11,-18.01,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-08-15,2219.63,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-08-15,-5.96,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-08-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-08-16,-61.45,BATON VAPOR,Merchandise & Supplies-General Retail,AMEX DELTA
2019-08-16,3773.54,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-08-16,-2175.0,Check: DESIGN WEST Check # 1161,,MS CHECKING
2019-08-16,-2219.63,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-08-16,-10.72,JIMMY JOHNS # 1349,Dining,CAPITAL ONE VISA
2019-08-16,-49.25,MIOPOSTO - MERCER ISLAND,Dining,CAPITAL ONE VISA
2019-08-17,-126.03,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-08-18,-96.81,REPUBLIC SERVICES TRASH: Sale,Bills & Utilities,CHASE UNITED VISA
2019-08-18,-60.54,MURPHY'S IRISH PUB,Restaurant-Restaurant,AMEX DELTA
2019-08-18,-35.0,SEATTLE TIMES COMPANY,Business Services-Advertising Services,AMEX DELTA
2019-08-18,-25.22,THE HOME DEPOT,Merchandise & Supplies-Hardware Supplies,AMEX DELTA
2019-08-18,-8.8,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-18,-144.34,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-18,664.95,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-08-18,-8.66,SAMS TAVERN SLU,Dining,CAPITAL ONE VISA
2019-08-18,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-19,-18.81,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-08-20,-664.95,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-08-20,-5.78,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-08-21,-32.53,ZEEKS PIZZA-CAPITOL HILL,Dining,CAPITAL ONE VISA
2019-08-22,-8.38,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-08-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-08-22,-75.99,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-22,-116.97,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-23,3.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-08-23,-20.0,TST* JACK S BBQ,Dining,CAPITAL ONE VISA
2019-08-23,-125.81,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-08-24,-191.59,ALASKA AIRLINES     SEATTLE             WA,Travel-Airline,AMEX DELTA
2019-08-24,-78.0,ALASKA AIRLINES     SEATTLE             WA,Travel-Airline,AMEX DELTA
2019-08-24,-43.88,FLYING SQUIRREL PIZZA CO,Restaurant-Restaurant,AMEX DELTA
2019-08-25,-8.46,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-08-25,-32.69,DOOFERS BAR AND GRILL,Dining,CAPITAL ONE VISA
2019-08-25,-21.31,CHEVRON 0356816/CHEVMERCER ISLAND       WA,Transportation-Fuel,AMEX DELTA
2019-08-25,-203.0,Cash Advance: US BANK MERCER ISL MERCER ISLAND WA,,MS CHECKING
2019-08-26,-42.35,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-26,-47.17,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-08-26,-55.0,BATON VAPOR,Merchandise & Supplies-General Retail,AMEX DELTA
2019-08-27,-40.47,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-08-27,-4.61,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-08-28,-107.07,EDEN HILL RESTAURANT,Restaurant-Restaurant,AMEX DELTA
2019-08-28,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-28,-41.47,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-08-28,234.16,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-08-29,-10.85,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-08-29,-15.49,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-08-29,-234.16,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-08-29,-308.28,DERE AUTO 1,Transportation-Auto Services,AMEX DELTA
2019-08-29,-37.79,JALISCO RESTAURANT - SEAT,Restaurant-Restaurant,AMEX DELTA
2019-08-30,-11.28,MCDONALD'S F17336,Dining,CAPITAL ONE VISA
2019-08-30,3778.08,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-08-30,1.24,Interest Income: MORGAN STANLEY BANK N.A. (Period 08/01-08/31),,MS CHECKING
2019-08-30,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-08-31,-7.92,MCDONALD'S F17336,Dining,CAPITAL ONE VISA
2019-08-31,1166.43,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-08-31,-24.89,BOB'S BURGERS & BREW,Restaurant-Restaurant,AMEX DELTA
2019-09-01,-7.92,MCDONALD'S F17336,Dining,CAPITAL ONE VISA
2019-09-01,-28.42,COSTCO GAS #1216 BELLINGHAM WA,,CITI COSTCO VISA
2019-09-01,-6.11,DOWNTIME TAPS,Restaurant-Restaurant,AMEX DELTA
2019-09-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-09-02,-43.98,TUTTA BELLA,Restaurant-Restaurant,AMEX DELTA
2019-09-03,-1166.43,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-09-03,-9.4,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-09-03,-8.79,AMAZON MUSIC*MO4JS42888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-09-03,-8.8,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-03,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-03,-185.15,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-04,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-09-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-09-06,-12.98,MCDONALD'S F10755,Dining,CAPITAL ONE VISA
2019-09-06,-17.84,USPS PO 5476400041,Other Services,CAPITAL ONE VISA
2019-09-06,-1.99,GOOGLE *GOOGLE STORA855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-09-06,-16.5,GOOGLE*HBO DIG SV IN G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-09-07,-33.6,SUSHI JOA RESTAURANT,Restaurant-Restaurant,AMEX DELTA
2019-09-08,-10.11,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-09-08,-9.89,MUD BAY,Merchandise & Supplies-General Retail,AMEX DELTA
2019-09-09,-38.76,LATONA PUB,Dining,CAPITAL ONE VISA
2019-09-09,-17.07,SIREN STORE 50621,Dining,CAPITAL ONE VISA
2019-09-09,-23.07,AMAZON.COM*GS17K61T3AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-09-10,-500.0,Automated Payment: HEALTHEQUITY INC HealthEqui CHK ACCT ENDING IN 7180,,MS CHECKING
2019-09-10,-48.82,TST* DERBY,Restaurant-Restaurant,AMEX DELTA
2019-09-10,-51.82,WHOLE FOODS MARKET,Merchandise & Supplies-Groceries,AMEX DELTA
2019-09-11,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-09-12,-47.25,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-13,3425.5,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-09-13,-2175.0,Check: DESIGN WEST MGMT Check # 1164,,MS CHECKING
2019-09-13,-11.11,MCDONALD'S F435,Dining,CAPITAL ONE VISA
2019-09-13,-33.08,JACK'S BBQ,Restaurant-Restaurant,AMEX DELTA
2019-09-14,-5.25,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-09-15,-33.5,GEORGETOWN LIQUOR COMP: Sale,Food & Drink,CHASE UNITED VISA
2019-09-15,297.76,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-09-15,-291.9,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-09-15,-89.74,NO BONES BEACH CLUB,Restaurant-Restaurant,AMEX DELTA
2019-09-16,-297.76,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-09-16,221.31,Mobile Deposit: FUNDS RECEIVED CONFIRM#3200002382012,,MS CHECKING
2019-09-17,-125.24,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-09-17,-25.73,UPS/NWR/0076-025,Business Services-Mailing & Shipping,AMEX DELTA
2019-09-17,-11.44,MCDONALD'S F10755,Dining,CAPITAL ONE VISA
2019-09-18,-100.0,TST* UNION SALOON: Sale,Food & Drink,CHASE UNITED VISA
2019-09-18,-10.11,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-09-18,668.59,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-09-19,-4.4,MCDONALD'S F12175,Dining,CAPITAL ONE VISA
2019-09-19,-668.59,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-09-20,-70.0,ALASKA AIRLINES     SEATTLE             WA,Travel-Airline,AMEX DELTA
2019-09-20,-9.34,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-09-20,-55.0,NWMHD.ORG,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-09-21,-6.0,ALASKA AIR IN FLIGHT,Dining,CAPITAL ONE VISA
2019-09-21,-8.43,MCDONALD'S M6154 OF NV,Dining,CAPITAL ONE VISA
2019-09-21,-10.3,ARBY'S 8421,Dining,CAPITAL ONE VISA
2019-09-21,-19.6,7543 Dominos Pizza,Dining,CAPITAL ONE VISA
2019-09-22,-107.74,STAGE COACH GRILLE,Restaurant-Restaurant,AMEX DELTA
2019-09-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-09-23,-5.9,MCDONALD'S F24037,Dining,CAPITAL ONE VISA
2019-09-23,-32.36,RIB & CHOP HOUSE- AC,Restaurant-Restaurant,AMEX DELTA
2019-09-23,-126.49,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-09-24,-9.55,WENDY'S 8841,Dining,CAPITAL ONE VISA
2019-09-24,-70.0,ALASKA AIRLINES     SEATTLE             WA,Travel-Airline,AMEX DELTA
2019-09-25,-13.58,THE MARKETPLACE 0000LAS VEGAS           NV,Transportation-Fuel,AMEX DELTA
2019-09-25,-238.37,AVIS RENT A CAR US43LAS VEGAS           NV,Travel-Vehicle Rental,AMEX DELTA
2019-09-25,-131.99,DROPBOX*BM7HR9NPLGKYSAN FRANCISCO       CA,Other-Miscellaneous,AMEX DELTA
2019-09-25,-52.0,FLYING SQUIRREL PIZZA CO,Restaurant-Restaurant,AMEX DELTA
2019-09-25,-28.74,MAVERIK 402,Transportation-Fuel,AMEX DELTA
2019-09-25,-149.0,STIA PUBLIC PARKING,Other-Government Services,AMEX DELTA
2019-09-26,-4.7,BON APPETIT   51236289,Dining,CAPITAL ONE VISA
2019-09-26,-38.6,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-09-27,-27.66,JACK'S BBQ,Restaurant-Restaurant,AMEX DELTA
2019-09-27,-22.63,PHISH DRY GOODS,Business Services-Conferences & Training,AMEX DELTA
2019-09-27,3773.53,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-09-27,-10.11,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-09-28,306.06,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-09-28,-46.05,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-09-28,-30.59,TST* ELEMENTAL PIZZA,Restaurant-Restaurant,AMEX DELTA
2019-09-30,-9.34,MCDONALD'S F11027,Dining,CAPITAL ONE VISA
2019-09-30,-6.55,SIREN STORE 50621,Dining,CAPITAL ONE VISA
2019-09-30,1.27,Interest Income: MORGAN STANLEY BANK N.A. (Period 09/01-09/30),,MS CHECKING
2019-09-30,-57.09,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-09-30,-136.38,Amazon Marketplace,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-09-30,-306.06,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-10-01,2112.32,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-10-01,-203.0,Cash Advance: 1600 23RD AVE SEATTLE WA,,MS CHECKING
2019-10-01,-104.5,BELLEVUE GUN CLUB,Entertainment-Associations,AMEX DELTA
2019-10-01,-196.61,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-01,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-01,-52.78,Logo Sportswear,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-01,-29.28,THE PUMPHOUSE BAR & GRILL,Restaurant-Restaurant,AMEX DELTA
2019-10-01,-42.23,RED COW,Restaurant-Restaurant,AMEX DELTA
2019-10-01,-51.44,BATON VAPOR,Merchandise & Supplies-General Retail,AMEX DELTA
2019-10-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-10-02,-4.24,CHICK-FIL-A #03392,Dining,CAPITAL ONE VISA
2019-10-02,-27.5,FEDERAL WAY INDOOR RANGE,Merchandise,CAPITAL ONE VISA
2019-10-02,-20.0,8776009454 Wikipedia Gift,Other Services,CAPITAL ONE VISA
2019-10-02,-2112.32,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-10-02,-500.0,Automated Payment: HEALTHEQUITY INC HealthEqui CHK ACCT ENDING IN 7180,,MS CHECKING
2019-10-02,3.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-10-03,-1027.0,MIDWAY USA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-03,-8.79,AMAZON MUSIC*7U37R6Z888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-03,-66.95,VENMO,Other Services,CAPITAL ONE VISA
2019-10-03,-12.09,802 KENMORE KIDD VALLEY,Dining,CAPITAL ONE VISA
2019-10-03,-23.25,VINCES ITALIAN RESTAU,Dining,CAPITAL ONE VISA
2019-10-03,-0.35,Automated Payment: VENMO VERIFYBAN CHK ACCT ENDING IN 7180,,MS CHECKING
2019-10-03,0.35,Direct Deposit: DIRECT DEP FUNDS RECVD VENMO VERIFYBAN,,MS CHECKING
2019-10-03,0.25,Direct Deposit: DIRECT DEP FUNDS RECVD VENMO VERIFYBAN,,MS CHECKING
2019-10-03,-0.25,Automated Payment: VENMO VERIFYBAN CHK ACCT ENDING IN 7180,,MS CHECKING
2019-10-03,-125.99,LUXSCI: Sale,Personal,CHASE UNITED VISA
2019-10-03,-48.56,COSTCO GAS #0061 FEDERAL WAY WA,,CITI COSTCO VISA
2019-10-04,-8.4,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-10-04,-34.48,AMAZON.COM*566VB8KL3AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-04,-10.52,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-10-04,-18.72,AMAZON.COM*PJ5XO4GO3AMZN.COM/BILL       WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-10-04,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-10-04,-10.29,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-10-05,-120.0,PBPSA USPSA,Entertainment-Associations,AMEX DELTA
2019-10-05,-3.76,PAULSMOWERR,Merchandise & Supplies-General Retail,AMEX DELTA
2019-10-05,-0.38,EBAY INC,Communications-Other Telecom,AMEX DELTA
2019-10-06,-35.83,SAMS TAVERN SLU,Dining,CAPITAL ONE VISA
2019-10-06,-59.18,JARRBAR,Restaurant-Restaurant,AMEX DELTA
2019-10-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-10-06,-16.5,GOOGLE*HBO DIG SV IN G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-10-07,-1.99,GOOGLE*GOOGLE STORAG G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-10-07,-71.45,NINE PIES PIZZERIA SEATTLE WA,,CITI COSTCO VISA
2019-10-08,-86.84,VENMO,Other Services,CAPITAL ONE VISA
2019-10-09,-242.95,CITY OF MERCER ISLAND,Utilities,CAPITAL ONE VISA
2019-10-10,-103.12,LE PICHET,Dining,CAPITAL ONE VISA
2019-10-10,-6.0,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-10-11,-13.23,QFC #5839,Merchandise,CAPITAL ONE VISA
2019-10-11,-144.32,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-11,-70.0,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-11,-26.0,PBPSA USPSA,Other,CAPITAL ONE VISA
2019-10-11,-20.92,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-11,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-10-11,-2175.0,Check: DESIGN WEST MGMT Check # 1165,,MS CHECKING
